Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000255823,-,HN8; MTRNR2L8,-3.3441,0,0
ENSG00000255824,-,-,0,-1,-1
ENSG00000255825,-,-,0,-1,-1
ENSG00000255829,-,-,0,-1,-1
ENSG00000255830,-,-,0,-1,-1
ENSG00000255831,-,-,0,-1,-1
ENSG00000255833,-,TIFAB,-6.2297,0,0
ENSG00000255835,-,-,0,-1,-1
ENSG00000255836,-,-,0,-1,-1
ENSG00000255837,-,T2R56; TAS2R20; T2R20; T2R49; TAS2R49,-10.6961,0,0
ENSG00000255838,-,-,0,-1,-1
ENSG00000255839,-,-,0,-1,-1
ENSG00000255843,-,-,0,-1,-1
ENSG00000255845,-,-,0,-1,-1
ENSG00000255847,-,-,0,-1,-1
ENSG00000255850,-,-,0,-1,-1
ENSG00000255853,-,-,0,-1,-1
ENSG00000255854,-,-,0,-1,-1
ENSG00000255855,-,-,0,-1,-1
ENSG00000255856,-,-,0,-1,-1
ENSG00000255857,-,-,0,-1,-1
ENSG00000255858,-,-,0,-1,-1
ENSG00000255860,-,-,0,-1,-1
ENSG00000255863,-,-,0,-1,-1
ENSG00000255864,-,-,0,-1,-1
ENSG00000255866,-,-,0,-1,-1
ENSG00000255867,-,-,0,-1,-1
ENSG00000255870,-,-,0,-1,-1
ENSG00000255871,-,-,0,-1,-1
ENSG00000255872,-,-,0,-1,-1
ENSG00000255874,-,-,0,-1,-1
ENSG00000255875,-,-,0,-1,-1
ENSG00000255882,-,-,0,-1,-1
ENSG00000255883,-,-,0,-1,-1
ENSG00000255885,-,-,0,-1,-1
ENSG00000255886,-,-,0,-1,-1
ENSG00000255892,-,-,0,-1,-1
ENSG00000255893,-,-,0,-1,-1
ENSG00000255899,-,-,0,-1,-1
ENSG00000255900,-,-,0,-1,-1
ENSG00000255902,-,-,0,-1,-1
ENSG00000255905,-,-,0,-1,-1
ENSG00000255909,-,-,0,-1,-1
ENSG00000255910,-,-,0,-1,-1
ENSG00000255916,-,-,0,-1,-1
ENSG00000255919,-,-,0,-1,-1
ENSG00000255920,-,-,0,-1,-1
ENSG00000255921,-,-,0,-1,-1
ENSG00000255923,-,-,0,-1,-1
ENSG00000255927,-,-,0,-1,-1
ENSG00000255928,-,-,0,-1,-1
ENSG00000255929,-,-,0,-1,-1
ENSG00000255931,-,-,0,-1,-1
ENSG00000255933,-,-,0,-1,-1
ENSG00000255940,-,-,0,-1,-1
ENSG00000255944,-,-,0,-1,-1
ENSG00000255945,-,-,0,-1,-1
ENSG00000255946,-,-,0,-1,-1
ENSG00000255947,-,-,0,-1,-1
ENSG00000255949,-,-,0,-1,-1
ENSG00000255951,-,-,0,-1,-1
ENSG00000255958,-,-,0,-1,-1
ENSG00000255959,-,-,0,-1,-1
ENSG00000255960,-,-,0,-1,-1
ENSG00000255963,-,-,0,-1,-1
ENSG00000255964,-,-,0,-1,-1
ENSG00000255965,-,-,0,-1,-1
ENSG00000255966,-,-,0,-1,-1
ENSG00000255967,-,-,0,-1,-1
ENSG00000255968,-,-,0,-1,-1
ENSG00000255970,-,-,0,-1,-1
ENSG00000255973,-,-,0,-1,-1
ENSG00000255974,EC 1.14.13.-,CYP2A; CYP2A3; P450C2A; P450PB; CYP2A6; CPA6; CYPIIA6,1.3533,0,1
ENSG00000255976,-,-,0,-1,-1
ENSG00000255977,-,-,0,-1,-1
ENSG00000255980,-,LOC102724265,0,-1,-1
ENSG00000255982,-,-,0,-1,-1
ENSG00000255983,-,-,0,-1,-1
ENSG00000255986,-,-,0,-1,-1
ENSG00000255987,-,-,0,-1,-1
ENSG00000255989,-,-,0,-1,-1
ENSG00000255990,-,-,0,-1,-1
ENSG00000255991,-,-,0,-1,-1
ENSG00000255992,-,-,0,-1,-1
ENSG00000255993,-,-,0,-1,-1
ENSG00000255994,-,-,0,-1,-1
ENSG00000255996,-,-,0,-1,-1
ENSG00000255998,-,-,0,-1,-1
ENSG00000256001,-,-,0,-1,-1
ENSG00000256004,-,-,0,-1,-1
ENSG00000256005,-,-,0,-1,-1
ENSG00000256006,-,-,0,-1,-1
ENSG00000256007,-,-,0,-1,-1
ENSG00000256008,-,-,0,-1,-1
ENSG00000256011,-,-,0,-1,-1
ENSG00000256013,-,-,0,-1,-1
ENSG00000256018,-,-,0,-1,-1
ENSG00000256019,-,-,0,-1,-1
ENSG00000256020,-,-,0,-1,-1
ENSG00000256021,-,-,0,-1,-1
ENSG00000256022,-,-,0,-1,-1
ENSG00000256025,-,-,0,-1,-1
ENSG00000256028,-,-,0,-1,-1
ENSG00000256029,-,-,0,-1,-1
ENSG00000256030,-,-,0,-1,-1
ENSG00000256031,-,-,0,-1,-1
ENSG00000256034,-,-,0,-1,-1
ENSG00000256035,-,-,0,-1,-1
ENSG00000256037,-,-,0,-1,-1
ENSG00000256039,-,-,0,-1,-1
ENSG00000256040,-,-,0,-1,-1
ENSG00000256041,-,-,0,-1,-1
ENSG00000256043,EC 3.4.22.42,CTSO; CTSO1,-10.6961,0,0
ENSG00000256045,-,MTRNR2L10; HN10,-3.3441,0,0
ENSG00000256049,-,-,0,-1,-1
ENSG00000256050,-,-,0,-1,-1
ENSG00000256053,-,APOP; APOP1; COA8; C14orf153; MC4DN17; APOPT1,13.5535,1,0
ENSG00000256056,-,-,0,-1,-1
ENSG00000256060,-,SEDLP; MIP-2A; TRAPPC2P1; SEDLP1; TRAPPC2B,19.3217,-1,-1
ENSG00000256061,-,CILD25; DNAAF4; DYXC1; RD; DYX1C1; EKN1; DYX1,0.7262,0,0
ENSG00000256064,-,-,0,-1,-1
ENSG00000256066,-,-,0,-1,-1
ENSG00000256069,-,-,0,-1,-1
ENSG00000256070,-,-,0,-1,-1
ENSG00000256071,-,-,0,-1,-1
ENSG00000256072,-,-,0,-1,-1
ENSG00000256073,-,-,0,-1,-1
ENSG00000256075,-,-,0,-1,-1
ENSG00000256077,-,-,0,-1,-1
ENSG00000256079,-,-,0,-1,-1
ENSG00000256081,-,-,0,-1,-1
ENSG00000256083,-,-,0,-1,-1
ENSG00000256084,-,-,0,-1,-1
ENSG00000256085,-,-,0,-1,-1
ENSG00000256087,-,ZNF432,-13.4554,0,0
ENSG00000256091,-,-,0,-1,-1
ENSG00000256092,-,-,0,-1,-1
ENSG00000256093,-,-,0,-1,-1
ENSG00000256097,-,-,0,-1,-1
ENSG00000256098,-,-,0,-1,-1
ENSG00000256100,-,-,0,-1,-1
ENSG00000256101,-,-,0,-1,-1
ENSG00000256103,-,-,0,-1,-1
ENSG00000256108,-,-,0,-1,-1
ENSG00000256115,-,-,0,-1,-1
ENSG00000256116,-,-,0,-1,-1
ENSG00000256120,-,-,0,-1,-1
ENSG00000256121,-,-,0,-1,-1
ENSG00000256124,-,-,0,-1,-1
ENSG00000256125,-,-,0,-1,-1
ENSG00000256128,-,-,0,-1,-1
ENSG00000256134,-,-,0,-1,-1
ENSG00000256136,-,-,0,-1,-1
ENSG00000256137,-,-,0,-1,-1
ENSG00000256138,-,-,0,-1,-1
ENSG00000256139,-,-,0,-1,-1
ENSG00000256142,-,-,0,-1,-1
ENSG00000256143,-,-,0,-1,-1
ENSG00000256146,-,-,0,-1,-1
ENSG00000256148,-,-,0,-1,-1
ENSG00000256149,-,-,0,-1,-1
ENSG00000256150,-,-,0,-1,-1
ENSG00000256151,-,-,0,-1,-1
ENSG00000256152,-,-,0,-1,-1
ENSG00000256155,-,-,0,-1,-1
ENSG00000256157,-,-,0,-1,-1
ENSG00000256159,-,-,0,-1,-1
ENSG00000256162,-,SMLR1,-5.1848,0,0
ENSG00000256164,-,-,0,-1,-1
ENSG00000256166,-,-,0,-1,-1
ENSG00000256167,-,-,0,-1,-1
ENSG00000256171,-,-,0,-1,-1
ENSG00000256172,-,-,0,-1,-1
ENSG00000256176,-,-,0,-1,-1
ENSG00000256178,-,-,0,-1,-1
ENSG00000256181,-,-,0,-1,-1
ENSG00000256182,-,-,0,-1,-1
ENSG00000256185,-,-,0,-1,-1
ENSG00000256188,-,T2R30; T2R47; TAS2R47; TAS2R30,-10.6961,0,0
ENSG00000256189,-,-,0,-1,-1
ENSG00000256192,-,-,0,-1,-1
ENSG00000256193,-,-,0,-1,-1
ENSG00000256195,-,-,0,-1,-1
ENSG00000256196,-,-,0,-1,-1
ENSG00000256197,-,-,0,-1,-1
ENSG00000256199,-,-,0,-1,-1
ENSG00000256204,-,-,0,-1,-1
ENSG00000256206,-,-,0,-1,-1
ENSG00000256209,-,-,0,-1,-1
ENSG00000256210,-,-,0,-1,-1
ENSG00000256211,-,-,0,-1,-1
ENSG00000256212,-,-,0,-1,-1
ENSG00000256218,-,-,0,-1,-1
ENSG00000256220,-,-,0,-1,-1
ENSG00000256221,-,-,0,-1,-1
ENSG00000256222,-,MTRNR2L3; HN3,-3.3441,0,0
ENSG00000256223,-,ZNF10; KOX1,-4.193,0,0
ENSG00000256225,-,-,0,-1,-1
ENSG00000256226,-,-,0,-1,-1
ENSG00000256229,-,ZNF486; KRBO2,-10.6961,0,0
ENSG00000256232,-,-,0,-1,-1
ENSG00000256234,-,-,0,-1,-1
ENSG00000256235,-,NID67; MST150; SMIM3; C5orf62,-6.2297,0,0
ENSG00000256237,-,-,0,-1,-1
ENSG00000256238,-,-,0,-1,-1
ENSG00000256239,-,-,0,-1,-1
ENSG00000256243,-,-,0,-1,-1
ENSG00000256248,-,-,0,-1,-1
ENSG00000256249,-,-,0,-1,-1
ENSG00000256250,-,-,0,-1,-1
ENSG00000256254,-,-,0,-1,-1
ENSG00000256256,-,-,0,-1,-1
ENSG00000256257,-,-,0,-1,-1
ENSG00000256258,-,-,0,-1,-1
ENSG00000256259,-,-,0,-1,-1
ENSG00000256261,-,-,0,-1,-1
ENSG00000256262,-,-,0,-1,-1
ENSG00000256263,-,-,0,-1,-1
ENSG00000256268,-,-,0,-1,-1
ENSG00000256269,EC 2.5.1.61,PBGD; PORC; UPS; HMBS; PBG-D,7.258,1,0
ENSG00000256271,-,-,0,-1,-1
ENSG00000256273,-,-,0,-1,-1
ENSG00000256274,-,-,0,-1,-1
ENSG00000256276,-,-,0,-1,-1
ENSG00000256278,-,-,0,-1,-1
ENSG00000256280,-,-,0,-1,-1
ENSG00000256282,-,-,0,-1,-1
ENSG00000256283,-,-,0,-1,-1
ENSG00000256285,-,-,0,-1,-1
ENSG00000256287,-,-,0,-1,-1
ENSG00000256288,-,-,0,-1,-1
ENSG00000256292,-,-,0,-1,-1
ENSG00000256293,-,-,0,-1,-1
ENSG00000256294,-,ZNF225,-2.2607,0,0
ENSG00000256298,-,-,0,-1,-1
ENSG00000256299,-,-,0,-1,-1
ENSG00000256304,-,-,0,-1,-1
ENSG00000256306,-,-,0,-1,-1
ENSG00000256309,-,-,0,-1,-1
ENSG00000256310,-,-,0,-1,-1
ENSG00000256311,-,-,0,-1,-1
ENSG00000256312,-,-,0,-1,-1
ENSG00000256314,-,-,0,-1,-1
ENSG00000256315,-,-,0,-1,-1
ENSG00000256316,-,-,0,-1,-1
ENSG00000256321,-,-,0,-1,-1
ENSG00000256323,-,-,0,-1,-1
ENSG00000256325,-,-,0,-1,-1
ENSG00000256331,-,-,0,-1,-1
ENSG00000256338,-,-,0,-1,-1
ENSG00000256339,-,-,0,-1,-1
ENSG00000256340,-,-,0,-1,-1
ENSG00000256341,-,-,0,-1,-1
ENSG00000256342,-,-,0,-1,-1
ENSG00000256343,-,-,0,-1,-1
ENSG00000256346,-,-,0,-1,-1
ENSG00000256347,-,-,0,-1,-1
ENSG00000256349,-,-,0,-1,-1
ENSG00000256350,-,-,0,-1,-1
ENSG00000256351,-,-,0,-1,-1
ENSG00000256354,-,-,0,-1,-1
ENSG00000256355,-,-,0,-1,-1
ENSG00000256356,-,-,0,-1,-1
ENSG00000256357,-,-,0,-1,-1
ENSG00000256358,-,-,0,-1,-1
ENSG00000256360,-,-,0,-1,-1
ENSG00000256361,-,-,0,-1,-1
ENSG00000256362,-,-,0,-1,-1
ENSG00000256364,-,-,0,-1,-1
ENSG00000256371,-,-,0,-1,-1
ENSG00000256372,-,-,0,-1,-1
ENSG00000256373,-,-,0,-1,-1
ENSG00000256374,EC 5.2.1.8,PPIAL4D,-0.9701,0,1
ENSG00000256377,-,-,0,-1,-1
ENSG00000256378,-,-,0,-1,-1
ENSG00000256379,-,-,0,-1,-1
ENSG00000256381,-,-,0,-1,-1
ENSG00000256383,-,-,0,-1,-1
ENSG00000256385,-,-,0,-1,-1
ENSG00000256386,-,-,0,-1,-1
ENSG00000256389,-,-,0,-1,-1
ENSG00000256390,-,-,0,-1,-1
ENSG00000256391,-,-,0,-1,-1
ENSG00000256394,-,HINAC; INAC; ACCN5; ASIC5,-3.4081,0,0
ENSG00000256399,-,-,0,-1,-1
ENSG00000256403,-,-,0,-1,-1
ENSG00000256407,-,-,0,-1,-1
ENSG00000256417,-,-,0,-1,-1
ENSG00000256420,-,-,0,-1,-1
ENSG00000256422,-,-,0,-1,-1
ENSG00000256424,-,-,0,-1,-1
ENSG00000256427,-,-,0,-1,-1
ENSG00000256433,-,-,0,-1,-1
ENSG00000256436,-,T2R44; T2R53; TAS2R31; T2R31; TAS2R44,-10.6961,0,0
ENSG00000256439,-,-,0,-1,-1
ENSG00000256440,-,-,0,-1,-1
ENSG00000256441,-,-,0,-1,-1
ENSG00000256442,-,-,0,-1,-1
ENSG00000256443,-,-,0,-1,-1
ENSG00000256448,-,-,0,-1,-1
ENSG00000256450,-,-,0,-1,-1
ENSG00000256452,-,-,0,-1,-1
ENSG00000256453,-,RBMS4; DND1,-6.2297,0,0
ENSG00000256458,-,-,0,-1,-1
ENSG00000256462,-,-,0,-1,-1
ENSG00000256463,-,SALL3; ZNF796,-6.2297,0,0
ENSG00000256464,-,-,0,-1,-1
ENSG00000256465,-,-,0,-1,-1
ENSG00000256466,-,-,0,-1,-1
ENSG00000256469,-,-,0,-1,-1
ENSG00000256473,-,-,0,-1,-1
ENSG00000256474,-,-,0,-1,-1
ENSG00000256481,-,-,0,-1,-1
ENSG00000256482,-,-,0,-1,-1
ENSG00000256484,-,-,0,-1,-1
ENSG00000256492,-,-,0,-1,-1
ENSG00000256494,-,-,0,-1,-1
ENSG00000256496,-,-,0,-1,-1
ENSG00000256498,-,-,0,-1,-1
ENSG00000256499,-,-,0,-1,-1
ENSG00000256500,-,-,0,-1,-1
ENSG00000256502,-,-,0,-1,-1
ENSG00000256504,-,-,0,-1,-1
ENSG00000256508,-,-,0,-1,-1
ENSG00000256512,-,-,0,-1,-1
ENSG00000256513,-,-,0,-1,-1
ENSG00000256514,-,-,0,-1,-1
ENSG00000256515,-,-,0,-1,-1
ENSG00000256518,-,-,0,-1,-1
ENSG00000256525,-,MTPOLB; POLB; POLG2; HP55; PEOA4; MTDPS16; POLG-BETA; POLGB,13.4692,0,0
ENSG00000256527,-,-,0,-1,-1
ENSG00000256528,-,-,0,-1,-1
ENSG00000256530,-,-,0,-1,-1
ENSG00000256533,-,-,0,-1,-1
ENSG00000256537,-,SMIM10L1,3.6009,0,-1
ENSG00000256538,-,-,0,-1,-1
ENSG00000256540,-,-,0,-1,-1
ENSG00000256542,-,-,0,-1,-1
ENSG00000256545,-,-,0,-1,-1
ENSG00000256546,-,-,0,-1,-1
ENSG00000256551,-,-,0,-1,-1
ENSG00000256552,-,-,0,-1,-1
ENSG00000256553,-,-,0,-1,-1
ENSG00000256557,-,-,0,-1,-1
ENSG00000256560,-,-,0,-1,-1
ENSG00000256563,-,-,0,-1,-1
ENSG00000256564,-,-,0,-1,-1
ENSG00000256566,-,-,0,-1,-1
ENSG00000256568,-,-,0,-1,-1
ENSG00000256569,-,-,0,-1,-1
ENSG00000256571,-,-,0,-1,-1
ENSG00000256574,-,OR13A1,-10.6961,0,0
ENSG00000256576,-,-,0,-1,-1
ENSG00000256577,-,-,0,-1,-1
ENSG00000256579,-,-,0,-1,-1
ENSG00000256581,-,-,0,-1,-1
ENSG00000256582,-,-,0,-1,-1
ENSG00000256586,-,-,0,-1,-1
ENSG00000256588,-,-,0,-1,-1
ENSG00000256589,-,-,0,-1,-1
ENSG00000256590,-,-,0,-1,-1
ENSG00000256591,-,-,0,-1,-1
ENSG00000256594,-,-,0,-1,-1
ENSG00000256596,-,-,0,-1,-1
ENSG00000256597,-,-,0,-1,-1
ENSG00000256599,-,-,0,-1,-1
ENSG00000256603,-,-,0,-1,-1
ENSG00000256604,-,-,0,-1,-1
ENSG00000256609,-,-,0,-1,-1
ENSG00000256612,-,-,0,-1,-1
ENSG00000256614,-,-,0,-1,-1
ENSG00000256615,-,-,0,-1,-1
ENSG00000256616,-,-,0,-1,-1
ENSG00000256618,-,HN1; MTRNR2L1,-3.3441,0,0
ENSG00000256625,-,-,0,-1,-1
ENSG00000256626,-,-,0,-1,-1
ENSG00000256627,-,-,0,-1,-1
ENSG00000256628,-,-,0,-1,-1
ENSG00000256629,-,-,0,-1,-1
ENSG00000256630,-,-,0,-1,-1
ENSG00000256632,-,-,0,-1,-1
ENSG00000256633,-,-,0,-1,-1
ENSG00000256637,-,-,0,-1,-1
ENSG00000256640,-,-,0,-1,-1
ENSG00000256642,-,-,0,-1,-1
ENSG00000256643,-,-,0,-1,-1
ENSG00000256646,-,-,0,-1,-1
ENSG00000256650,-,-,0,-1,-1
ENSG00000256651,-,-,0,-1,-1
ENSG00000256654,-,-,0,-1,-1
ENSG00000256655,-,-,0,-1,-1
ENSG00000256657,-,-,0,-1,-1
ENSG00000256658,-,-,0,-1,-1
ENSG00000256659,-,-,0,-1,-1
ENSG00000256660,-,CLEC12B; UNQ5782,-10.6961,0,0
ENSG00000256661,-,-,0,-1,-1
ENSG00000256663,-,-,0,-1,-1
ENSG00000256664,-,-,0,-1,-1
ENSG00000256667,-,-,0,-1,-1
ENSG00000256670,-,-,0,-1,-1
ENSG00000256671,-,LIMS3L; LIMS4,-13.4554,0,1
ENSG00000256672,-,-,0,-1,-1
ENSG00000256673,-,-,0,-1,-1
ENSG00000256674,-,-,0,-1,-1
ENSG00000256678,-,-,0,-1,-1
ENSG00000256681,-,-,0,-1,-1
ENSG00000256682,-,-,0,-1,-1
ENSG00000256683,-,ZBRK1; ZFQR; ZNF350,-8.0704,0,0
ENSG00000256684,-,-,0,-1,-1
ENSG00000256686,-,-,0,-1,-1
ENSG00000256690,-,-,0,-1,-1
ENSG00000256691,-,-,0,-1,-1
ENSG00000256694,-,-,0,-1,-1
ENSG00000256699,-,-,0,-1,-1
ENSG00000256704,-,-,0,-1,-1
ENSG00000256705,-,-,0,-1,-1
ENSG00000256706,-,-,0,-1,-1
ENSG00000256708,-,-,0,-1,-1
ENSG00000256712,-,-,0,-1,-1
ENSG00000256713,EC 3.4.23.1,Pg5; PGA5,-11.5833,0,0
ENSG00000256714,-,-,0,-1,-1
ENSG00000256717,-,-,0,-1,-1
ENSG00000256720,-,-,0,-1,-1
ENSG00000256721,-,-,0,-1,-1
ENSG00000256723,-,-,0,-1,-1
ENSG00000256725,-,-,0,-1,-1
ENSG00000256731,-,-,0,-1,-1
ENSG00000256732,-,-,0,-1,-1
ENSG00000256733,-,-,0,-1,-1
ENSG00000256734,-,-,0,-1,-1
ENSG00000256737,-,-,0,-1,-1
ENSG00000256739,-,-,0,-1,-1
ENSG00000256742,-,-,0,-1,-1
ENSG00000256745,-,-,0,-1,-1
ENSG00000256746,-,-,0,-1,-1
ENSG00000256747,-,-,0,-1,-1
ENSG00000256748,-,-,0,-1,-1
ENSG00000256751,-,-,0,-1,-1
ENSG00000256752,-,-,0,-1,-1
ENSG00000256756,-,-,0,-1,-1
ENSG00000256757,-,-,0,-1,-1
ENSG00000256761,-,-,0,-1,-1
ENSG00000256762,-,STH; MAPTIT,-2.7697,0,0
ENSG00000256763,-,-,0,-1,-1
ENSG00000256769,-,-,0,-1,-1
ENSG00000256771,-,BMZF1; ZNF253; ZNF411; BMZF-1,-2.2607,0,0
ENSG00000256774,-,-,0,-1,-1
ENSG00000256777,-,-,0,-1,-1
ENSG00000256779,-,-,0,-1,-1
ENSG00000256783,-,-,0,-1,-1
ENSG00000256786,-,-,0,-1,-1
ENSG00000256789,-,-,0,-1,-1
ENSG00000256790,-,-,0,-1,-1
ENSG00000256797,-,KLRF2; NKp65,-3.8147,0,0
ENSG00000256799,-,-,0,-1,-1
ENSG00000256802,-,-,0,-1,-1
ENSG00000256803,-,-,0,-1,-1
ENSG00000256804,-,-,0,-1,-1
ENSG00000256806,-,C17orf100,-2.8286,0,0
ENSG00000256810,-,-,0,-1,-1
ENSG00000256811,-,-,0,-1,-1
ENSG00000256812,-,CAPNS2; CSS2,37.826,0,1
ENSG00000256813,-,-,0,-1,-1
ENSG00000256814,-,-,0,-1,-1
ENSG00000256817,-,-,0,-1,-1
ENSG00000256824,-,-,0,-1,-1
ENSG00000256825,-,-,0,-1,-1
ENSG00000256826,-,-,0,-1,-1
ENSG00000256827,-,-,0,-1,-1
ENSG00000256835,-,-,0,-1,-1
ENSG00000256837,-,-,0,-1,-1
ENSG00000256843,-,-,0,-1,-1
ENSG00000256844,-,-,0,-1,-1
ENSG00000256845,-,-,0,-1,-1
ENSG00000256847,-,-,0,-1,-1
ENSG00000256849,-,-,0,-1,-1
ENSG00000256851,-,-,0,-1,-1
ENSG00000256852,-,-,0,-1,-1
ENSG00000256861,-,-,0,-1,-1
ENSG00000256862,-,-,0,-1,-1
ENSG00000256863,-,-,0,-1,-1
ENSG00000256870,-,SLC5A8; SMCT1; AIT; SMCT,-7.692,0,1
ENSG00000256873,-,-,0,-1,-1
ENSG00000256874,-,-,0,-1,-1
ENSG00000256875,-,-,0,-1,-1
ENSG00000256879,-,-,0,-1,-1
ENSG00000256884,-,-,0,-1,-1
ENSG00000256885,-,-,0,-1,-1
ENSG00000256888,-,-,0,-1,-1
ENSG00000256889,-,-,0,-1,-1
ENSG00000256892,-,HN7; MTRNR2L7,-3.3441,0,1
ENSG00000256894,-,-,0,-1,-1
ENSG00000256896,-,-,0,-1,-1
ENSG00000256897,-,-,0,-1,-1
ENSG00000256898,-,-,0,-1,-1
ENSG00000256902,-,-,0,-1,-1
ENSG00000256904,-,-,0,-1,-1
ENSG00000256906,-,-,0,-1,-1
ENSG00000256912,-,-,0,-1,-1
ENSG00000256913,-,-,0,-1,-1
ENSG00000256915,-,-,0,-1,-1
ENSG00000256916,-,-,0,-1,-1
ENSG00000256917,-,-,0,-1,-1
ENSG00000256922,-,-,0,-1,-1
ENSG00000256923,-,-,0,-1,-1
ENSG00000256925,-,-,0,-1,-1
ENSG00000256927,-,-,0,-1,-1
ENSG00000256928,-,-,0,-1,-1
ENSG00000256929,-,-,0,-1,-1
ENSG00000256937,-,-,0,-1,-1
ENSG00000256940,-,-,0,-1,-1
ENSG00000256943,-,-,0,-1,-1
ENSG00000256944,-,-,0,-1,-1
ENSG00000256947,-,-,0,-1,-1
ENSG00000256948,-,-,0,-1,-1
ENSG00000256950,-,-,0,-1,-1
ENSG00000256951,-,-,0,-1,-1
ENSG00000256953,-,-,0,-1,-1
ENSG00000256955,-,-,0,-1,-1
ENSG00000256963,-,-,0,-1,-1
ENSG00000256966,-,-,0,-1,-1
ENSG00000256967,-,-,0,-1,-1
ENSG00000256968,-,-,0,-1,-1
ENSG00000256969,-,-,0,-1,-1
ENSG00000256971,-,-,0,-1,-1
ENSG00000256972,-,-,0,-1,-1
ENSG00000256973,-,-,0,-1,-1
ENSG00000256975,-,-,0,-1,-1
ENSG00000256977,-,LIMS3; LIMS3L; LIMS4; PINCH-3,-13.4554,0,1
ENSG00000256980,-,KHDC1L,-8.0704,0,0
ENSG00000256981,-,-,0,-1,-1
ENSG00000256982,-,-,0,-1,-1
ENSG00000256984,-,-,0,-1,-1
ENSG00000256986,-,-,0,-1,-1
ENSG00000256987,-,-,0,-1,-1
ENSG00000256988,-,-,0,-1,-1
ENSG00000256989,-,-,0,-1,-1
ENSG00000256994,-,-,0,-1,-1
ENSG00000256995,-,-,0,-1,-1
ENSG00000257000,-,-,0,-1,-1
ENSG00000257002,-,-,0,-1,-1
ENSG00000257004,-,-,0,-1,-1
ENSG00000257005,-,-,0,-1,-1
ENSG00000257008,-,GPRg1b; GPR142; PGR2,-4.2008,0,0
ENSG00000257009,-,-,0,-1,-1
ENSG00000257010,-,-,0,-1,-1
ENSG00000257012,-,-,0,-1,-1
ENSG00000257016,-,-,0,-1,-1
ENSG00000257017,-,HP; HPA1S; BP; HP2ALPHA2,-3.8147,0,0
ENSG00000257019,-,-,0,-1,-1
ENSG00000257021,-,-,0,-1,-1
ENSG00000257022,-,-,0,-1,-1
ENSG00000257023,-,-,0,-1,-1
ENSG00000257025,-,-,0,-1,-1
ENSG00000257026,-,-,0,-1,-1
ENSG00000257027,-,-,0,-1,-1
ENSG00000257028,-,-,0,-1,-1
ENSG00000257033,-,-,0,-1,-1
ENSG00000257034,-,-,0,-1,-1
ENSG00000257035,-,-,0,-1,-1
ENSG00000257037,-,-,0,-1,-1
ENSG00000257038,-,-,0,-1,-1
ENSG00000257040,-,-,0,-1,-1
ENSG00000257042,-,-,0,-1,-1
ENSG00000257043,-,-,0,-1,-1
ENSG00000257045,-,-,0,-1,-1
ENSG00000257046,-,LST-3; LST3; LST-3TM12; SLC21A21; SLCO1B7; OATP1B3-1B7; SLCO1B3-SLCO1B7,15.9076,0,1
ENSG00000257048,-,-,0,-1,-1
ENSG00000257052,-,-,0,-1,-1
ENSG00000257056,-,-,0,-1,-1
ENSG00000257057,-,C11orf97; LINC01171,-8.0704,0,-1
ENSG00000257058,-,-,0,-1,-1
ENSG00000257060,-,-,0,-1,-1
ENSG00000257061,-,-,0,-1,-1
ENSG00000257062,-,-,0,-1,-1
ENSG00000257065,-,-,0,-1,-1
ENSG00000257067,-,-,0,-1,-1
ENSG00000257069,-,-,0,-1,-1
ENSG00000257070,-,-,0,-1,-1
ENSG00000257073,-,-,0,-1,-1
ENSG00000257074,-,-,0,-1,-1
ENSG00000257075,-,-,0,-1,-1
ENSG00000257078,-,-,0,-1,-1
ENSG00000257083,-,-,0,-1,-1
ENSG00000257084,-,-,0,-1,-1
ENSG00000257086,-,-,0,-1,-1
ENSG00000257087,-,-,0,-1,-1
ENSG00000257088,-,-,0,-1,-1
ENSG00000257093,-,DENND11; LCHN; KIAA1147; PRO2561,-10.6961,0,0
ENSG00000257094,-,-,0,-1,-1
ENSG00000257095,-,-,0,-1,-1
ENSG00000257096,-,-,0,-1,-1
ENSG00000257097,-,-,0,-1,-1
ENSG00000257101,-,-,0,-1,-1
ENSG00000257103,-,C19orf13; RAP55A; LSM14A; RAP55; FAM61A,-4.0022,0,0
ENSG00000257105,-,-,0,-1,-1
ENSG00000257108,-,NHLRC4,-10.6961,0,0
ENSG00000257109,-,-,0,-1,-1
ENSG00000257113,-,-,0,-1,-1
ENSG00000257114,-,-,0,-1,-1
ENSG00000257115,-,OR11H12,-10.6961,0,0
ENSG00000257119,-,-,0,-1,-1
ENSG00000257120,-,-,0,-1,-1
ENSG00000257121,-,-,0,-1,-1
ENSG00000257122,-,-,0,-1,-1
ENSG00000257124,-,-,0,-1,-1
ENSG00000257125,-,-,0,-1,-1
ENSG00000257126,-,-,0,-1,-1
ENSG00000257127,-,-,0,-1,-1
ENSG00000257128,-,-,0,-1,-1
ENSG00000257129,-,-,0,-1,-1
ENSG00000257135,-,-,0,-1,-1
ENSG00000257137,-,-,0,-1,-1
ENSG00000257138,-,PTC; T2R38; T2R61; THIOT; TAS2R38,-2.7697,0,0
ENSG00000257139,-,-,0,-1,-1
ENSG00000257141,-,-,0,-1,-1
ENSG00000257142,-,-,0,-1,-1
ENSG00000257146,-,-,0,-1,-1
ENSG00000257150,-,-,0,-1,-1
